-48.38816070,-27.43971252,7.70,26.96512031,10/02/2025 07:10:03 ,Position 222,
-48.38823318,-27.43968391,7.70,27.52071952,10/02/2025 07:10:04 ,Position 223,
-48.38830566,-27.43964958,7.70,27.90963935,10/02/2025 07:10:05 ,Position 224,
-48.38837051,-27.43961524,8.10,28.44672012,10/02/2025 07:10:06 ,Position 225,
-48.38843917,-27.43958091,8.60,27.59479904,10/02/2025 07:10:07 ,Position 226,
-48.38857269,-27.43951225,8.60,26.57620048,10/02/2025 07:10:09 ,Position 227,
-48.38863754,-27.43947982,9.70,25.37240028,10/02/2025 07:10:10 ,Position 228,
-48.38869857,-27.43945121,10.00,25.16868019,10/02/2025 07:10:11 ,Position 229,
-48.38876342,-27.43942260,10.20,26.31691932,10/02/2025 07:10:12 ,Position 230,
-48.38883590,-27.43939590,10.80,26.83547973,10/02/2025 07:10:13 ,Position 231,
-48.38890838,-27.43936729,10.80,28.22447967,10/02/2025 07:10:14 ,Position 232,
-48.38898468,-27.43934249,11.00,28.74304008,10/02/2025 07:10:15 ,Position 233,
-48.38906097,-27.43931579,10.90,29.55792045,10/02/2025 07:10:16 ,Position 234,
-48.38914108,-27.43929290,11.30,29.52087974,10/02/2025 07:10:17 ,Position 235,
-48.38922119,-27.43926239,11.30,30.76172065,10/02/2025 07:10:18 ,Position 236,
-48.38938522,-27.43919944,11.20,31.28027915,10/02/2025 07:10:20 ,Position 237,
-48.38946533,-27.43916893,11.10,31.20620155,10/02/2025 07:10:21 ,Position 238,
-48.38954544,-27.43913650,10.90,31.28027915,10/02/2025 07:10:22 ,Position 239,
-48.38962554,-27.43910789,10.80,30.65059852,10/02/2025 07:10:23 ,Position 240,
-48.38970565,-27.43907928,11.10,30.02091789,10/02/2025 07:10:24 ,Position 241,
-48.38977813,-27.43905258,11.50,29.28012084,10/02/2025 07:10:25 ,Position 242,
-48.38985443,-27.43902778,11.70,29.07639884,10/02/2025 07:10:26 ,Position 243,
-48.38992691,-27.43899917,11.80,28.16892051,10/02/2025 07:10:27 ,Position 244,
-48.38999938,-27.43897628,11.60,26.76140022,10/02/2025 07:10:28 ,Position 245,
-48.39012527,-27.43893241,11.40,19.83492088,10/02/2025 07:10:30 ,Position 246,
-48.39017105,-27.43891334,11.60,17.83476066,10/02/2025 07:10:31 ,Position 247,
-48.39022445,-27.43889617,11.30,20.94612121,10/02/2025 07:10:32 ,Position 248,
-48.39028930,-27.43887519,11.20,24.37232017,10/02/2025 07:10:33 ,Position 249,
-48.39035034,-27.43885231,11.70,26.15023994,10/02/2025 07:10:34 ,Position 250,
-48.39042282,-27.43882751,12.00,25.76132011,10/02/2025 07:10:35 ,Position 251,
-48.39048767,-27.43880081,11.60,25.98355865,10/02/2025 07:10:36 ,Position 252,
-48.39055633,-27.43877601,11.80,25.18720054,10/02/2025 07:10:37 ,Position 253,
-48.39061737,-27.43874359,12.30,26.59471893,10/02/2025 07:10:38 ,Position 254,
-48.39067459,-27.43870353,12.70,26.37248039,10/02/2025 07:10:39 ,Position 255,
-48.39072418,-27.43857192,12.60,30.20611953,10/02/2025 07:10:41 ,Position 256,
-48.39072799,-27.43849563,12.30,30.37279891,10/02/2025 07:10:42 ,Position 257,
-48.39072036,-27.43841934,11.70,29.24308013,10/02/2025 07:10:43 ,Position 258,
-48.39071655,-27.43835067,11.20,28.96528053,10/02/2025 07:10:44 ,Position 259,
-48.39071273,-27.43828010,11.00,27.87260055,10/02/2025 07:10:45 ,Position 260,
-48.39070510,-27.43821144,11.10,25.16868019,10/02/2025 07:10:46 ,Position 261,
-48.39069747,-27.43815040,11.10,25.24275970,10/02/2025 07:10:47 ,Position 262,
-48.39068984,-27.43808364,11.20,26.13171958,10/02/2025 07:10:48 ,Position 263,
-48.39068222,-27.43801307,11.40,28.78008079,10/02/2025 07:10:49 ,Position 264,
-48.39067077,-27.43785476,11.60,33.44712066,10/02/2025 07:10:51 ,Position 265,
-48.39066314,-27.43776893,11.30,34.24348068,10/02/2025 07:10:52 ,Position 266,
-48.39065551,-27.43767929,12.40,34.68795776,10/02/2025 07:10:53 ,Position 267,
-48.39065551,-27.43759346,12.40,35.05836105,10/02/2025 07:10:54 ,Position 268,
-48.39065551,-27.43750572,11.40,35.02132034,10/02/2025 07:10:55 ,Position 269,
-48.39066314,-27.43741607,10.40,35.65100097,10/02/2025 07:10:56 ,Position 270,
