"Time (s)";"Axial";"Horizontal";"Vertical"
0;0.0066743572827761;0.0047786048122322455;0.0002559099957579747
0.0001984126984126984;0.0066743572827761;0.0047786048122322455;0.0002559099957579747
0.0003968253968253968;0.013481941598314506;0.011554267115203132;0.010392514304840006
0.0005952380952380953;0.0019956497129385298;-0.014846207716258775;0.011557069854461588
0.0007936507936507937;0.00017330102886603527;0.004236489392129172;-0.009801420135772787
0.000992063492063492;0.0033479598936025923;-0.0015141220323169335;0.0022663746640319005
0.0011904761904761906;-0.0011533717039640123;0.0032801887460625068;-0.01756885902432259
0.001388888888888889;0.0059930389400904005;-0.007254300781282197;-0.0027057255938416347
0.0015873015873015873;-0.012896270898323792;-0.018795128122659932;0.0067954932019347325
0.0017857142857142857;0.0076601659532968824;-0.003500808172615777;-0.008296283645904623
0.001984126984126984;-0.0010594347837979967;0.0016073843904411689;-0.0025683964922791347
0.0021825396825396826;-0.010431169939380425;0.001186583048907508;0.007424799041473307
0.002380952380952381;0.023539905029196007;-0.013146137960942994;-0.012036832733429037
0.0025793650793650793;0.010176778363842232;-0.0014360622994029626;0.0026501093670958653
0.002777777777777778;-0.005079522204738396;0.002105820781794776;-0.01103332893399056
0.002976190476190476;0.00788781844343589;-0.00023203729906917658;0.004699436263763346
0.0031746031746031746;-0.007039170188051003;0.0016806534000313178;0.0015166674420470372
0.003373015873015873;-0.007848536071520584;-0.00004419512370468226;-0.01341656105068978
0.0035714285714285713;-0.0003230044964368517;0.001627869761792411;0.01606961830111686
0.00376984126984127;0.005794678407568199;-0.00011324337938667384;0.0058390770718688145
0.003968253968253968;-0.010276162472706574;0.0018626263805305854;-0.009126814766204916
0.004166666666666667;-0.004308584553342598;-0.0006712099097097024;0.008460250930511393
0.004365079365079365;-0.007797952217202919;0.003384172774163474;0.0011002693936461583
0.004563492063492064;-0.006387840432267922;-0.0120711067251289;0.00550731761904899
0.004761904761904762;0.004555453139204246;-0.004572883390578042;0.0033731137082213536
0.00496031746031746;0.012154821830648643;0.003819241977540244;-0.008776935501373373
0.005158730158730159;0.007312648522514564;-0.015466844805272828;-0.00009432689694222063
0.005357142857142857;-0.0034392470840032274;0.0007313861020481482;-0.008492263717926107
0.005555555555555556;0.006941214728016121;-0.01680492717096449;0.001679149703704752
0.005753968253968254;-0.006524197233062523;-0.012070255496295701;0.006318417625152506
0.005952380952380952;-0.006797756475549477;0.001604094959107627;-0.0011183346941834316
0.006150793650793651;-0.006218186986785668;0.0006832963295853034;-0.010183843536651693
0.006349206349206349;-0.006675119918924111;0.0006424820490753547;0.009356227950775065
0.006547619047619048;-0.00654840044413163;0.0010898894139206305;-0.0071946706011658534
0.006746031746031746;-0.006052310985666054;0.000371020145026435;-0.003282698555267416
0.006944444444444444;-0.008009580371123093;0.0013270711966431037;-0.003733786506927572
0.007142857142857143;0.004085962253469688;0.00012418240985034856;-0.006410511894500814
0.007341269841269841;0.011279173719543678;0.0016174389489567176;0.010271874503814615
0.00753968253968254;0.008989200520176155;-0.00025744377890468684;-0.013582738800323568
0.007738095238095238;-0.0036512161019857103;0.002221558100787391;0.003555503921234049
0.007936507936507936;-0.007923589495163696;-0.01552353999832512;0.0031339798733824864
0.008134920634920636;-0.005905564350229042;0.002407528317776908;0.004460302428924479
0.008333333333333333;-0.00522141851220681;-0.0019925387136066064;0.0037942801282042637
0.008531746031746031;0.009460133093256218;0.00674736485561489;0.0013667021557921544
0.00873015873015873;-0.010656183061342972;0.011622972644177665;-0.01177934066799935
0.008928571428571428;-0.003241694939475792;0.005255713916627158;0.009077516631805338
0.009126984126984128;-0.009617600065809029;0.013797413415518989;-0.000730070038116537
0.009325396825396825;-0.003142099303346413;-0.003457404815348397;0.00924882038088981
0.009523809523809525;-0.010879270208221214;0.0032280570336258307;-0.009396227760589682
0.009722222222222222;0.00641972996558593;-0.0004995559833371743;-0.0018568362429505214
0.00992063492063492;0.008296475338596565;0.0004803164370930091;0.0048565541073912755
0.01011904761904762;0.012826573627847893;0.013752538568583716;0.004284111098968424
0.010317460317460317;-0.019778465327959793;-0.007826430865319978;-0.009414466781890951
0.010515873015873017;-0.008018562046032685;-0.005404891588481675;-0.013695153160369955
0.010714285714285714;0.00836660392846511;0.005652434981671561;0.0052429114148253575
0.010912698412698412;-0.005032624525171059;-0.0041316898099506005;0.00027510269137565047
0.011111111111111112;0.009199973719972832;0.007702167934981574;-0.007011922760284506
0.01130952380952381;-0.01247879065309121;0.01159549490293621;0.01760443790408317
0.011507936507936509;-0.020201609877091187;0.0012616066702282325;-0.01765266315487679
0.011706349206349206;-0.0015866900209005053;-0.0011689142815196618;0.019834128455840982
0.011904761904761904;-0.012025426549058693;0.00427239001473545;0.0069650088116759434
0.012103174603174604;0.006783787685293419;-0.010050894834789048;0.015731183128082193
0.012301587301587301;-0.002171102387052315;-0.008181413777860413;0.002470937804901041
0.0125;0.004528500663894874;0.014139443493691672;-0.018048318786895834
0.012698412698412698;-0.001287262362581032;0.007818907357064475;0.002251831130706705
0.012896825396825396;0.004257407563585502;-0.01627216874876858;0.003764239387237467
0.013095238095238096;-0.0014186906043107683;0.0006442329355156318;0.004114357070648111
0.013293650793650793;-0.00963735900555207;-0.00042111627081276026;0.003347841338836588
0.013492063492063493;-0.00429540447626664;0.019517361975518455;0.004847136573516764
0.01369047619047619;-0.007034822774272698;0.011892020560113181;0.0007497940823668614
0.013888888888888888;0.012392513978142006;0.0035582332380688086;-0.008758458061493002
0.014087301587301588;-0.018090009165149468;-0.006934315108450662;0.026555625037872232
0.014285714285714285;-0.01013140700493409;-0.008406007804664384;0.010806170539581217
0.014484126984126985;0.007702570932764274;-0.0053439570150697335;0.005294052200042643
0.014682539682539682;-0.012992741015892761;-0.010452082522901307;-0.003963264389312826
0.01488095238095238;0.006511569547313911;0.004368506229726066;-0.015367778702056967
0.01507936507936508;-0.0000473479155118639;-0.000661149763258706;-0.0013745154574280605
0.015277777777777777;-0.008827208948474663;0.00022710100492595586;0.005578247146331705
0.015476190476190477;-0.004958427918296593;0.014437768466082801;0.0031518612668151036
